fromUserId;toUserId;values
23;21;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;22;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;23;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;24;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;25;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;26;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;27;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;28;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;29;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;30;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;31;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;32;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;33;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;34;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;35;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;36;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;37;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;38;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;39;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;40;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;41;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;42;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;43;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;44;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;45;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;46;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;47;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;48;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;49;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;50;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;51;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;52;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;53;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;54;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;55;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;56;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;57;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;58;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;59;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;60;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;61;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;62;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;63;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;64;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;65;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;66;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;67;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
23;68;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;69;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;70;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;71;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;72;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;73;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
23;74;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
23;75;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;1;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;2;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;3;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;4;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;5;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;6;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;7;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;8;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;9;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;10;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;11;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;12;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;13;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;14;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;15;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;16;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;17;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;18;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;19;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;20;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;21;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;22;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;23;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;24;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;25;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111)]
24;26;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=1, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;27;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111)]
24;28;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
24;29;[TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=0, priorProbability=0.5, timestamp=1581807592111), TrustRecord.TrustValue(preferenceSimilarity=0.0, cooperativeCapacity=0.0, socialReciprocity=0.0, decision=2, priorProbability=0.5, timestamp=1581807592111)]
